SalesKey,TransactionId,DateKey,TimeKey,CustomerKey,ShopKey,MenuItemKey,Quantity,UnitPrice,TotalAmount,LoyaltyPointsEarned,LoyaltyPointsRedeemed,PaymentMethod,Size,SourceSystem,CreatedAt
970,txn-000970,20250801,82700,67,12,20,4,3.00,12.00,4,3,Gift Card,Medium,CosmosDB,2025-08-01 08:27:00.000
971,txn-000971,20250802,34600,142,14,4,4,4.75,19.00,4,2,Mobile Pay,Medium,CosmosDB,2025-08-02 03:46:00.000
972,txn-000972,20250802,140600,318,5,5,1,5.50,5.50,4,2,Credit Card,Large,CosmosDB,2025-08-02 14:06:00.000
973,txn-000973,20250801,130500,432,12,16,1,6.00,6.00,5,1,Gift Card,Small,CosmosDB,2025-08-01 13:05:00.000
974,txn-000974,20250801,151700,246,9,5,1,4.50,4.50,0,2,Gift Card,Medium,CosmosDB,2025-08-01 15:17:00.000
975,txn-000975,20250802,165500,93,9,9,1,4.25,4.25,3,0,Cash,Medium,CosmosDB,2025-08-02 16:55:00.000
976,txn-000976,20250802,215600,222,15,11,4,3.75,15.00,3,1,Credit Card,Large,CosmosDB,2025-08-02 21:56:00.000
977,txn-000977,20250803,195600,225,12,2,2,3.25,6.50,4,2,Debit Card,Small,CosmosDB,2025-08-03 19:56:00.000
978,txn-000978,20250801,202300,370,15,17,4,8.75,35.00,5,3,Credit Card,Large,CosmosDB,2025-08-01 20:23:00.000
979,txn-000979,20250801,124800,216,19,2,4,5.25,21.00,0,2,Debit Card,Large,CosmosDB,2025-08-01 12:48:00.000
980,txn-000980,20250801,81700,35,11,6,1,6.00,6.00,0,0,Gift Card,Large,CosmosDB,2025-08-01 08:17:00.000
981,txn-000981,20250801,234500,307,19,13,2,1.75,3.50,1,2,Debit Card,Small,CosmosDB,2025-08-01 23:45:00.000
982,txn-000982,20250802,3800,329,11,13,3,2.25,6.75,4,2,Gift Card,Medium,CosmosDB,2025-08-02 00:38:00.000
983,txn-000983,20250802,22800,181,19,11,3,3.00,9.00,0,1,Debit Card,Medium,CosmosDB,2025-08-02 02:28:00.000
984,txn-000984,20250802,113100,427,17,18,3,7.00,21.00,4,0,Debit Card,Medium,CosmosDB,2025-08-02 11:31:00.000
985,txn-000985,20250803,194400,482,15,4,4,5.00,20.00,5,1,Debit Card,Medium,CosmosDB,2025-08-03 19:44:00.000
986,txn-000986,20250803,121000,380,19,6,3,4.00,12.00,5,0,Cash,Small,CosmosDB,2025-08-03 12:10:00.000
987,txn-000987,20250801,190000,359,2,11,1,4.00,4.00,0,0,Debit Card,Large,CosmosDB,2025-08-01 19:00:00.000
988,txn-000988,20250801,213100,273,13,11,4,3.00,12.00,2,0,Credit Card,Medium,CosmosDB,2025-08-01 21:31:00.000
989,txn-000989,20250803,32400,489,13,10,1,3.75,3.75,5,3,Cash,Small,CosmosDB,2025-08-03 03:24:00.000
990,txn-000990,20250802,12600,67,9,6,1,5.00,5.00,0,0,Gift Card,Medium,CosmosDB,2025-08-02 01:26:00.000
991,txn-000991,20250804,52200,391,9,19,2,1.25,2.50,2,1,Mobile Pay,Small,CosmosDB,2025-08-04 05:22:00.000
992,txn-000992,20250801,222300,483,17,11,1,3.00,3.00,4,1,Mobile Pay,Medium,CosmosDB,2025-08-01 22:23:00.000
993,txn-000993,20250803,94400,473,17,13,2,3.00,6.00,2,3,Cash,Large,CosmosDB,2025-08-03 09:44:00.000
994,txn-000994,20250803,201300,229,9,8,1,2.50,2.50,2,0,Cash,Small,CosmosDB,2025-08-03 20:13:00.000
995,txn-000995,20250802,184900,411,7,18,3,6.25,18.75,4,2,Gift Card,Small,CosmosDB,2025-08-02 18:49:00.000
996,txn-000996,20250804,75400,28,6,3,4,4.25,17.00,2,1,Gift Card,Large,CosmosDB,2025-08-04 07:54:00.000
997,txn-000997,20250803,53900,353,9,2,4,5.00,20.00,0,1,Cash,Large,CosmosDB,2025-08-03 05:39:00.000
998,txn-000998,20250803,44900,135,8,3,4,2.75,11.00,0,1,Gift Card,Small,CosmosDB,2025-08-03 04:49:00.000
999,txn-000999,20250801,120900,499,4,19,4,2.75,11.00,2,2,Cash,Large,CosmosDB,2025-08-01 12:09:00.000
1000,txn-001000,20250804,20700,265,13,13,3,1.75,5.25,1,1,Debit Card,Small,CosmosDB,2025-08-04 02:07:00.000
1001,txn-001001,20250804,51500,277,3,5,4,5.50,22.00,5,0,Mobile Pay,Large,CosmosDB,2025-08-04 05:15:00.000
1002,txn-001002,20250802,154500,253,6,12,1,2.75,2.75,5,1,Gift Card,Small,CosmosDB,2025-08-02 15:45:00.000
1003,txn-001003,20250804,15200,451,5,17,1,7.00,7.00,1,2,Gift Card,Small,CosmosDB,2025-08-04 01:52:00.000
1004,txn-001004,20250802,112400,134,15,16,3,7.00,21.00,0,0,Debit Card,Large,CosmosDB,2025-08-02 11:24:00.000
1005,txn-001005,20250802,15300,212,5,15,2,5.50,11.00,4,2,Credit Card,Medium,CosmosDB,2025-08-02 01:53:00.000
1006,txn-001006,20250803,51300,263,2,16,4,6.75,27.00,0,1,Debit Card,Medium,CosmosDB,2025-08-03 05:13:00.000
1007,txn-001007,20250802,134800,76,11,18,1,6.75,6.75,3,2,Cash,Medium,CosmosDB,2025-08-02 13:48:00.000
1008,txn-001008,20250803,12400,252,5,4,4,3.75,15.00,1,0,Cash,Small,CosmosDB,2025-08-03 01:24:00.000
1009,txn-001009,20250802,65700,395,16,9,3,3.25,9.75,1,1,Debit Card,Small,CosmosDB,2025-08-02 06:57:00.000
1010,txn-001010,20250804,90800,377,11,16,3,6.25,18.75,1,3,Debit Card,Medium,CosmosDB,2025-08-04 09:08:00.000
1011,txn-001011,20250801,83000,429,3,13,2,1.50,3.00,4,1,Gift Card,Small,CosmosDB,2025-08-01 08:30:00.000
1012,txn-001012,20250804,800,153,13,14,3,3.50,10.50,5,3,Debit Card,Large,CosmosDB,2025-08-04 00:08:00.000
1013,txn-001013,20250803,52500,224,2,3,3,3.50,10.50,0,1,Cash,Medium,CosmosDB,2025-08-03 05:25:00.000
1014,txn-001014,20250801,173800,337,11,19,2,2.75,5.50,5,0,Credit Card,Large,CosmosDB,2025-08-01 17:38:00.000
1015,txn-001015,20250803,34200,81,15,6,4,6.00,24.00,1,1,Mobile Pay,Large,CosmosDB,2025-08-03 03:42:00.000
1016,txn-001016,20250801,132300,325,2,10,4,3.75,15.00,2,1,Debit Card,Small,CosmosDB,2025-08-01 13:23:00.000
1017,txn-001017,20250801,132800,486,14,20,2,3.00,6.00,1,3,Debit Card,Small,CosmosDB,2025-08-01 13:28:00.000
1018,txn-001018,20250803,160000,448,9,14,2,3.50,7.00,4,3,Credit Card,Large,CosmosDB,2025-08-03 16:00:00.000
1019,txn-001019,20250801,105700,361,17,13,2,3.25,6.50,4,1,Cash,Large,CosmosDB,2025-08-01 10:57:00.000
1020,txn-001020,20250803,45700,178,18,18,2,6.25,12.50,0,2,Mobile Pay,Small,CosmosDB,2025-08-03 04:57:00.000
1021,txn-001021,20250802,71300,405,5,19,4,2.00,8.00,3,1,Gift Card,Medium,CosmosDB,2025-08-02 07:13:00.000
1022,txn-001022,20250801,220900,153,13,20,1,4.50,4.50,4,1,Mobile Pay,Large,CosmosDB,2025-08-01 22:09:00.000
1023,txn-001023,20250802,115800,204,20,18,4,6.75,27.00,1,3,Mobile Pay,Medium,CosmosDB,2025-08-02 11:58:00.000
1024,txn-001024,20250804,60600,245,10,8,4,3.50,14.00,5,0,Gift Card,Medium,CosmosDB,2025-08-04 06:06:00.000
1025,txn-001025,20250801,170400,475,18,20,4,4.50,18.00,0,2,Gift Card,Large,CosmosDB,2025-08-01 17:04:00.000
1026,txn-001026,20250801,84500,192,2,18,3,7.00,21.00,4,1,Gift Card,Medium,CosmosDB,2025-08-01 08:45:00.000
1027,txn-001027,20250802,63200,444,8,16,3,5.75,17.25,1,3,Gift Card,Small,CosmosDB,2025-08-02 06:32:00.000
1028,txn-001028,20250802,160700,295,14,9,3,3.75,11.25,1,0,Gift Card,Small,CosmosDB,2025-08-02 16:07:00.000
1029,txn-001029,20250802,75400,83,19,18,1,7.00,7.00,1,2,Gift Card,Medium,CosmosDB,2025-08-02 07:54:00.000
1030,txn-001030,20250803,150700,89,15,18,2,7.00,14.00,1,0,Debit Card,Medium,CosmosDB,2025-08-03 15:07:00.000
1031,txn-001031,20250801,70100,123,6,15,3,5.50,16.50,4,2,Cash,Medium,CosmosDB,2025-08-01 07:01:00.000
1032,txn-001032,20250801,100900,53,13,19,3,1.25,3.75,4,2,Mobile Pay,Small,CosmosDB,2025-08-01 10:09:00.000
1033,txn-001033,20250802,202500,155,2,10,1,4.00,4.00,1,1,Cash,Small,CosmosDB,2025-08-02 20:25:00.000
1034,txn-001034,20250804,125000,430,18,13,1,2.75,2.75,1,1,Credit Card,Medium,CosmosDB,2025-08-04 12:50:00.000
1035,txn-001035,20250801,104300,34,18,17,1,8.00,8.00,4,2,Debit Card,Medium,CosmosDB,2025-08-01 10:43:00.000
1036,txn-001036,20250803,150000,93,14,6,1,6.25,6.25,3,1,Credit Card,Large,CosmosDB,2025-08-03 15:00:00.000
1037,txn-001037,20250803,122300,369,17,2,4,4.25,17.00,0,0,Debit Card,Medium,CosmosDB,2025-08-03 12:23:00.000
1038,txn-001038,20250803,14400,240,11,16,2,7.25,14.50,4,3,Debit Card,Large,CosmosDB,2025-08-03 01:44:00.000
1039,txn-001039,20250801,232400,253,1,12,4,2.75,11.00,2,2,Credit Card,Small,CosmosDB,2025-08-01 23:24:00.000
1040,txn-001040,20250802,21300,82,6,1,3,5.00,15.00,5,3,Debit Card,Large,CosmosDB,2025-08-02 02:13:00.000
1041,txn-001041,20250804,11100,442,13,18,3,6.00,18.00,4,0,Mobile Pay,Small,CosmosDB,2025-08-04 01:11:00.000
1042,txn-001042,20250802,4500,467,20,10,1,4.50,4.50,1,1,Cash,Medium,CosmosDB,2025-08-02 00:45:00.000
1043,txn-001043,20250804,20200,115,18,12,4,3.50,14.00,2,2,Credit Card,Medium,CosmosDB,2025-08-04 02:02:00.000
1044,txn-001044,20250803,90000,390,8,8,4,2.50,10.00,1,1,Debit Card,Small,CosmosDB,2025-08-03 09:00:00.000
1045,txn-001045,20250803,140500,91,10,7,2,3.50,7.00,0,1,Mobile Pay,Small,CosmosDB,2025-08-03 14:05:00.000
1046,txn-001046,20250803,185400,21,15,18,2,7.00,14.00,1,1,Debit Card,Medium,CosmosDB,2025-08-03 18:54:00.000
1047,txn-001047,20250802,172600,56,11,18,2,7.75,15.50,0,2,Credit Card,Large,CosmosDB,2025-08-02 17:26:00.000
1048,txn-001048,20250802,191000,423,15,19,4,1.75,7.00,5,0,Credit Card,Medium,CosmosDB,2025-08-02 19:10:00.000
1049,txn-001049,20250804,13500,160,3,3,2,4.25,8.50,4,3,Debit Card,Large,CosmosDB,2025-08-04 01:35:00.000
1050,txn-001050,20250801,61000,166,7,6,2,4.00,8.00,4,0,Gift Card,Small,CosmosDB,2025-08-01 06:10:00.000
1051,txn-001051,20250804,24500,349,17,6,4,5.75,23.00,1,0,Cash,Large,CosmosDB,2025-08-04 02:45:00.000
1052,txn-001052,20250801,70500,349,4,17,4,7.25,29.00,0,1,Gift Card,Small,CosmosDB,2025-08-01 07:05:00.000
1053,txn-001053,20250803,213300,121,5,4,4,4.75,19.00,1,1,Gift Card,Medium,CosmosDB,2025-08-03 21:33:00.000
1054,txn-001054,20250802,125800,34,15,19,2,2.00,4.00,1,1,Gift Card,Medium,CosmosDB,2025-08-02 12:58:00.000
1055,txn-001055,20250802,43800,95,19,17,2,7.25,14.50,0,2,Mobile Pay,Small,CosmosDB,2025-08-02 04:38:00.000
1056,txn-001056,20250802,171100,446,4,14,4,3.50,14.00,2,3,Credit Card,Large,CosmosDB,2025-08-02 17:11:00.000
1057,txn-001057,20250803,101000,405,18,11,3,3.00,9.00,2,3,Credit Card,Medium,CosmosDB,2025-08-03 10:10:00.000
1058,txn-001058,20250801,144700,166,15,12,4,3.50,14.00,3,3,Cash,Medium,CosmosDB,2025-08-01 14:47:00.000
1059,txn-001059,20250802,15100,71,2,13,2,3.25,6.50,0,0,Credit Card,Large,CosmosDB,2025-08-02 01:51:00.000
1060,txn-001060,20250802,22600,256,13,8,1,3.50,3.50,1,1,Debit Card,Medium,CosmosDB,2025-08-02 02:26:00.000
1061,txn-001061,20250803,202200,451,4,15,4,4.75,19.00,4,1,Gift Card,Small,CosmosDB,2025-08-03 20:22:00.000
1062,txn-001062,20250802,114600,357,14,14,1,3.50,3.50,3,2,Gift Card,Large,CosmosDB,2025-08-02 11:46:00.000
1063,txn-001063,20250804,53900,245,6,11,1,3.00,3.00,1,0,Cash,Medium,CosmosDB,2025-08-04 05:39:00.000
1064,txn-001064,20250801,193500,174,13,3,3,4.25,12.75,5,1,Mobile Pay,Large,CosmosDB,2025-08-01 19:35:00.000
1065,txn-001065,20250802,231600,57,19,4,2,6.00,12.00,0,0,Credit Card,Large,CosmosDB,2025-08-02 23:16:00.000
1066,txn-001066,20250804,63700,174,12,10,3,3.75,11.25,0,3,Gift Card,Small,CosmosDB,2025-08-04 06:37:00.000
1067,txn-001067,20250803,3200,188,16,20,4,4.50,18.00,5,3,Gift Card,Large,CosmosDB,2025-08-03 00:32:00.000
1068,txn-001068,20250804,73800,341,5,6,4,5.00,20.00,3,1,Debit Card,Medium,CosmosDB,2025-08-04 07:38:00.000
1069,txn-001069,20250802,195300,315,3,13,4,2.50,10.00,4,0,Cash,Medium,CosmosDB,2025-08-02 19:53:00.000
1070,txn-001070,20250802,232300,210,15,13,3,1.75,5.25,4,2,Mobile Pay,Small,CosmosDB,2025-08-02 23:23:00.000
1071,txn-001071,20250802,75200,407,5,12,4,4.25,17.00,1,3,Mobile Pay,Large,CosmosDB,2025-08-02 07:52:00.000
1072,txn-001072,20250803,132100,95,12,18,3,6.25,18.75,0,3,Mobile Pay,Small,CosmosDB,2025-08-03 13:21:00.000
1073,txn-001073,20250801,61400,201,16,10,1,4.50,4.50,2,2,Debit Card,Medium,CosmosDB,2025-08-01 06:14:00.000
1074,txn-001074,20250804,112700,299,3,7,1,5.50,5.50,2,0,Mobile Pay,Large,CosmosDB,2025-08-04 11:27:00.000
1075,txn-001075,20250801,63900,342,4,20,3,3.00,9.00,4,3,Mobile Pay,Small,CosmosDB,2025-08-01 06:39:00.000
1076,txn-001076,20250803,63500,463,13,5,4,5.50,22.00,4,3,Cash,Large,CosmosDB,2025-08-03 06:35:00.000
1077,txn-001077,20250801,224600,238,10,19,3,2.00,6.00,1,1,Credit Card,Medium,CosmosDB,2025-08-01 22:46:00.000
1078,txn-001078,20250802,112600,2,12,14,1,2.00,2.00,1,2,Debit Card,Small,CosmosDB,2025-08-02 11:26:00.000
1079,txn-001079,20250803,171000,198,10,2,4,3.25,13.00,3,0,Cash,Small,CosmosDB,2025-08-03 17:10:00.000
1080,txn-001080,20250802,70800,177,1,13,1,1.75,1.75,3,2,Gift Card,Small,CosmosDB,2025-08-02 07:08:00.000
1081,txn-001081,20250803,145900,345,7,8,4,3.50,14.00,4,0,Cash,Medium,CosmosDB,2025-08-03 14:59:00.000
1082,txn-001082,20250802,41100,46,16,15,3,6.25,18.75,3,2,Gift Card,Large,CosmosDB,2025-08-02 04:11:00.000
1083,txn-001083,20250803,182000,231,19,12,2,2.75,5.50,3,1,Credit Card,Small,CosmosDB,2025-08-03 18:20:00.000
1084,txn-001084,20250803,105600,404,3,16,4,6.50,26.00,0,3,Mobile Pay,Medium,CosmosDB,2025-08-03 10:56:00.000
1085,txn-001085,20250802,71100,108,18,1,2,4.00,8.00,0,0,Debit Card,Medium,CosmosDB,2025-08-02 07:11:00.000
1086,txn-001086,20250803,135000,417,8,7,2,3.50,7.00,5,3,Credit Card,Small,CosmosDB,2025-08-03 13:50:00.000
1087,txn-001087,20250803,163400,228,19,4,2,5.75,11.50,2,3,Debit Card,Large,CosmosDB,2025-08-03 16:34:00.000
1088,txn-001088,20250801,205000,334,8,8,2,2.50,5.00,5,2,Credit Card,Small,CosmosDB,2025-08-01 20:50:00.000
1089,txn-001089,20250803,231100,306,17,15,2,4.75,9.50,0,1,Mobile Pay,Small,CosmosDB,2025-08-03 23:11:00.000
1090,txn-001090,20250802,233200,261,13,20,1,3.00,3.00,4,0,Mobile Pay,Medium,CosmosDB,2025-08-02 23:32:00.000
1091,txn-001091,20250801,80500,188,12,9,1,4.25,4.25,0,1,Credit Card,Medium,CosmosDB,2025-08-01 08:05:00.000
1092,txn-001092,20250804,3200,182,8,18,2,6.25,12.50,2,3,Mobile Pay,Small,CosmosDB,2025-08-04 00:32:00.000
1093,txn-001093,20250804,64200,138,2,2,2,3.25,6.50,3,2,Mobile Pay,Small,CosmosDB,2025-08-04 06:42:00.000
1094,txn-001094,20250803,32900,446,3,12,3,2.75,8.25,2,1,Gift Card,Small,CosmosDB,2025-08-03 03:29:00.000
1095,txn-001095,20250803,61800,431,3,16,3,7.25,21.75,0,0,Debit Card,Large,CosmosDB,2025-08-03 06:18:00.000
1096,txn-001096,20250803,231000,187,10,1,3,3.25,9.75,3,0,Debit Card,Small,CosmosDB,2025-08-03 23:10:00.000
1097,txn-001097,20250801,195200,351,7,9,2,3.50,7.00,0,3,Credit Card,Small,CosmosDB,2025-08-01 19:52:00.000
1098,txn-001098,20250801,183300,16,14,13,3,1.75,5.25,4,2,Cash,Small,CosmosDB,2025-08-01 18:33:00.000
1099,txn-001099,20250801,201300,244,2,2,2,4.25,8.50,0,0,Gift Card,Medium,CosmosDB,2025-08-01 20:13:00.000
1100,txn-001100,20250802,214300,54,5,14,4,3.25,13.00,4,1,Credit Card,Large,CosmosDB,2025-08-02 21:43:00.000
1101,txn-001101,20250802,61500,271,16,4,4,5.75,23.00,4,3,Debit Card,Large,CosmosDB,2025-08-02 06:15:00.000
1102,txn-001102,20250804,12500,100,11,7,3,4.50,13.50,5,0,Cash,Medium,CosmosDB,2025-08-04 01:25:00.000
1103,txn-001103,20250802,31600,196,17,15,3,6.25,18.75,1,3,Debit Card,Large,CosmosDB,2025-08-02 03:16:00.000
1104,txn-001104,20250803,225400,81,5,5,4,4.50,18.00,0,3,Credit Card,Medium,CosmosDB,2025-08-03 22:54:00.000
1105,txn-001105,20250802,180300,85,17,13,4,3.00,12.00,0,3,Cash,Large,CosmosDB,2025-08-02 18:03:00.000
1106,txn-001106,20250802,45900,356,14,12,4,4.25,17.00,3,2,Mobile Pay,Large,CosmosDB,2025-08-02 04:59:00.000
1107,txn-001107,20250802,122300,348,17,4,2,4.75,9.50,1,3,Mobile Pay,Medium,CosmosDB,2025-08-02 12:23:00.000
1108,txn-001108,20250801,230600,118,3,8,1,2.50,2.50,1,0,Debit Card,Small,CosmosDB,2025-08-01 23:06:00.000
1109,txn-001109,20250804,4400,452,15,10,2,4.75,9.50,3,2,Mobile Pay,Medium,CosmosDB,2025-08-04 00:44:00.000
1110,txn-001110,20250801,73400,288,4,1,4,5.00,20.00,2,3,Gift Card,Large,CosmosDB,2025-08-01 07:34:00.000
1111,txn-001111,20250803,131600,91,4,8,2,2.50,5.00,3,0,Debit Card,Small,CosmosDB,2025-08-03 13:16:00.000
1112,txn-001112,20250802,231700,93,8,14,2,2.00,4.00,2,0,Gift Card,Small,CosmosDB,2025-08-02 23:17:00.000
1113,txn-001113,20250804,23000,183,15,2,1,5.25,5.25,4,1,Credit Card,Large,CosmosDB,2025-08-04 02:30:00.000
1114,txn-001114,20250804,94700,134,18,3,4,4.25,17.00,2,0,Mobile Pay,Large,CosmosDB,2025-08-04 09:47:00.000
1115,txn-001115,20250804,82200,468,12,12,3,4.25,12.75,2,2,Mobile Pay,Large,CosmosDB,2025-08-04 08:22:00.000
1116,txn-001116,20250802,72500,157,12,4,2,4.75,9.50,1,0,Gift Card,Medium,CosmosDB,2025-08-02 07:25:00.000
1117,txn-001117,20250803,200600,229,14,18,1,6.25,6.25,1,3,Mobile Pay,Small,CosmosDB,2025-08-03 20:06:00.000
1118,txn-001118,20250802,172200,31,8,8,4,4.50,18.00,2,3,Credit Card,Large,CosmosDB,2025-08-02 17:22:00.000
1119,txn-001119,20250801,165700,150,2,9,2,3.50,7.00,0,0,Mobile Pay,Small,CosmosDB,2025-08-01 16:57:00.000
1120,txn-001120,20250803,1300,496,4,10,4,5.50,22.00,0,2,Mobile Pay,Large,CosmosDB,2025-08-03 00:13:00.000
1121,txn-001121,20250802,205200,472,14,5,1,3.50,3.50,3,3,Mobile Pay,Small,CosmosDB,2025-08-02 20:52:00.000
1122,txn-001122,20250803,141100,231,4,5,4,3.50,14.00,2,0,Gift Card,Small,CosmosDB,2025-08-03 14:11:00.000
1123,txn-001123,20250802,73600,341,12,2,1,4.50,4.50,5,0,Mobile Pay,Medium,CosmosDB,2025-08-02 07:36:00.000
1124,txn-001124,20250803,74600,107,5,18,2,7.00,14.00,2,3,Mobile Pay,Medium,CosmosDB,2025-08-03 07:46:00.000
1125,txn-001125,20250804,2900,234,11,19,1,2.75,2.75,1,0,Gift Card,Large,CosmosDB,2025-08-04 00:29:00.000
1126,txn-001126,20250801,213000,214,4,5,3,5.50,16.50,5,0,Gift Card,Large,CosmosDB,2025-08-01 21:30:00.000
1127,txn-001127,20250802,35600,215,14,11,3,3.25,9.75,4,3,Mobile Pay,Medium,CosmosDB,2025-08-02 03:56:00.000
1128,txn-001128,20250804,132000,203,12,10,1,5.50,5.50,1,3,Cash,Large,CosmosDB,2025-08-04 13:20:00.000
1129,txn-001129,20250802,184800,151,3,6,2,6.00,12.00,5,0,Gift Card,Large,CosmosDB,2025-08-02 18:48:00.000
1130,txn-001130,20250802,220000,202,14,11,1,2.75,2.75,2,2,Debit Card,Medium,CosmosDB,2025-08-02 22:00:00.000
1131,txn-001131,20250803,225800,74,7,17,4,8.00,32.00,4,1,Credit Card,Medium,CosmosDB,2025-08-03 22:58:00.000
1132,txn-001132,20250802,143400,37,10,7,2,4.50,9.00,0,3,Credit Card,Medium,CosmosDB,2025-08-02 14:34:00.000
1133,txn-001133,20250802,151300,456,5,1,1,4.25,4.25,2,1,Cash,Medium,CosmosDB,2025-08-02 15:13:00.000
1134,txn-001134,20250803,14400,473,13,2,4,3.25,13.00,1,1,Cash,Small,CosmosDB,2025-08-03 01:44:00.000
1135,txn-001135,20250803,120300,98,11,4,2,3.75,7.50,2,2,Debit Card,Small,CosmosDB,2025-08-03 12:03:00.000
1136,txn-001136,20250802,115100,411,3,13,2,3.25,6.50,1,2,Credit Card,Large,CosmosDB,2025-08-02 11:51:00.000
1137,txn-001137,20250802,142300,32,7,18,4,6.25,25.00,4,2,Credit Card,Small,CosmosDB,2025-08-02 14:23:00.000
1138,txn-001138,20250802,161600,414,13,5,1,4.50,4.50,1,2,Debit Card,Medium,CosmosDB,2025-08-02 16:16:00.000
1139,txn-001139,20250801,175100,38,7,3,4,3.75,15.00,4,3,Cash,Medium,CosmosDB,2025-08-01 17:51:00.000
1140,txn-001140,20250803,122100,222,4,18,1,6.00,6.00,1,2,Debit Card,Small,CosmosDB,2025-08-03 12:21:00.000
1141,txn-001141,20250802,175300,35,18,17,3,8.00,24.00,1,2,Mobile Pay,Medium,CosmosDB,2025-08-02 17:53:00.000
1142,txn-001142,20250804,11400,184,9,10,2,4.50,9.00,3,2,Credit Card,Medium,CosmosDB,2025-08-04 01:14:00.000
1143,txn-001143,20250804,105200,1,6,20,3,3.00,9.00,3,1,Debit Card,Small,CosmosDB,2025-08-04 10:52:00.000
1144,txn-001144,20250803,110000,334,19,8,3,4.50,13.50,1,0,Debit Card,Large,CosmosDB,2025-08-03 11:00:00.000
1145,txn-001145,20250804,114000,172,3,8,4,4.50,18.00,2,2,Gift Card,Large,CosmosDB,2025-08-04 11:40:00.000
1146,txn-001146,20250802,84600,430,12,2,4,4.25,17.00,4,2,Cash,Medium,CosmosDB,2025-08-02 08:46:00.000
1147,txn-001147,20250804,95300,267,1,3,1,2.75,2.75,0,0,Mobile Pay,Small,CosmosDB,2025-08-04 09:53:00.000
1148,txn-001148,20250802,225600,172,16,1,4,5.00,20.00,2,2,Cash,Large,CosmosDB,2025-08-02 22:56:00.000
1149,txn-001149,20250804,42600,313,1,8,1,4.50,4.50,2,3,Cash,Large,CosmosDB,2025-08-04 04:26:00.000
1150,txn-001150,20250802,151200,220,13,8,2,4.50,9.00,5,2,Gift Card,Large,CosmosDB,2025-08-02 15:12:00.000
1151,txn-001151,20250803,194900,112,19,1,3,4.00,12.00,5,3,Gift Card,Medium,CosmosDB,2025-08-03 19:49:00.000
1152,txn-001152,20250801,202200,360,6,8,2,2.50,5.00,0,0,Mobile Pay,Small,CosmosDB,2025-08-01 20:22:00.000
1153,txn-001153,20250803,223500,119,19,4,2,5.75,11.50,0,3,Gift Card,Large,CosmosDB,2025-08-03 22:35:00.000
1154,txn-001154,20250803,65800,74,12,14,3,2.00,6.00,1,2,Cash,Small,CosmosDB,2025-08-03 06:58:00.000
1155,txn-001155,20250801,204600,294,9,6,2,4.00,8.00,2,1,Gift Card,Small,CosmosDB,2025-08-01 20:46:00.000
1156,txn-001156,20250803,182300,429,2,20,2,3.00,6.00,5,2,Credit Card,Medium,CosmosDB,2025-08-03 18:23:00.000
1157,txn-001157,20250804,65800,227,9,17,2,8.75,17.50,5,1,Cash,Large,CosmosDB,2025-08-04 06:58:00.000
1158,txn-001158,20250804,100600,392,19,10,2,4.50,9.00,0,2,Gift Card,Medium,CosmosDB,2025-08-04 10:06:00.000
1159,txn-001159,20250802,51900,398,13,12,2,3.25,6.50,1,2,Debit Card,Medium,CosmosDB,2025-08-02 05:19:00.000
1160,txn-001160,20250802,83700,263,14,16,3,5.75,17.25,3,0,Debit Card,Small,CosmosDB,2025-08-02 08:37:00.000
1161,txn-001161,20250803,204100,85,20,17,1,8.75,8.75,4,1,Gift Card,Large,CosmosDB,2025-08-03 20:41:00.000
1162,txn-001162,20250803,22400,202,17,13,3,1.75,5.25,4,3,Debit Card,Small,CosmosDB,2025-08-03 02:24:00.000
1163,txn-001163,20250803,155100,60,3,20,4,3.00,12.00,2,2,Cash,Medium,CosmosDB,2025-08-03 15:51:00.000
1164,txn-001164,20250804,93400,315,11,16,4,6.50,26.00,5,0,Credit Card,Medium,CosmosDB,2025-08-04 09:34:00.000
1165,txn-001165,20250803,95200,362,14,8,2,3.25,6.50,5,3,Credit Card,Medium,CosmosDB,2025-08-03 09:52:00.000
1166,txn-001166,20250803,175900,364,14,6,2,6.00,12.00,5,1,Cash,Large,CosmosDB,2025-08-03 17:59:00.000
1167,txn-001167,20250801,62100,100,15,2,3,4.25,12.75,1,2,Credit Card,Medium,CosmosDB,2025-08-01 06:21:00.000
1168,txn-001168,20250801,212800,161,10,14,2,2.75,5.50,5,2,Mobile Pay,Medium,CosmosDB,2025-08-01 21:28:00.000
1169,txn-001169,20250802,213300,218,13,15,4,6.25,25.00,4,3,Gift Card,Large,CosmosDB,2025-08-02 21:33:00.000
1170,txn-001170,20250801,195500,417,11,12,2,2.75,5.50,5,2,Cash,Small,CosmosDB,2025-08-01 19:55:00.000
1171,txn-001171,20250801,81500,315,14,11,4,3.75,15.00,2,0,Mobile Pay,Large,CosmosDB,2025-08-01 08:15:00.000
1172,txn-001172,20250804,14900,283,3,5,3,5.50,16.50,0,1,Mobile Pay,Large,CosmosDB,2025-08-04 01:49:00.000
1173,txn-001173,20250804,73000,18,9,5,1,4.75,4.75,3,3,Credit Card,Medium,CosmosDB,2025-08-04 07:30:00.000
1174,txn-001174,20250801,100300,292,10,2,4,5.25,21.00,0,2,Debit Card,Large,CosmosDB,2025-08-01 10:03:00.000
1175,txn-001175,20250801,185500,306,9,1,2,5.00,10.00,4,0,Cash,Large,CosmosDB,2025-08-01 18:55:00.000
